repo_name,repo_url,login,profile_url,location,country
public-apis,https://github.com/public-apis/public-apis,3rt4nm4n,https://github.com/3rt4nm4n,"Ankara, Turkey",Turkey
react,https://github.com/facebook/react,sahrens,https://github.com/sahrens,California,United States
coding-interview-university,https://github.com/jwasham/coding-interview-university,yuta-kawai,https://github.com/yuta-kawai,kochi,India
public-apis,https://github.com/public-apis/public-apis,zag2me,https://github.com/zag2me,UK,United Kingdom
react,https://github.com/facebook/react,tbroadley,https://github.com/tbroadley,Berkeley,United States
awesome-python,https://github.com/vinta/awesome-python,gbin,https://github.com/gbin,"Austin, TX",United States
Python,https://github.com/TheAlgorithms/Python,mohammadreza490,https://github.com/mohammadreza490,London,United Kingdom
coding-interview-university,https://github.com/jwasham/coding-interview-university,gotswoop,https://github.com/gotswoop,"Los Angeles, CA",Canada
react,https://github.com/facebook/react,karlhorky,https://github.com/karlhorky,Amsterdam,Netherlands
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,hisandan,https://github.com/hisandan,Bogotá (Colombia),Colombia
awesome-python,https://github.com/vinta/awesome-python,gautamk,https://github.com/gautamk,Pale Blue Dot,Canada
coding-interview-university,https://github.com/jwasham/coding-interview-university,tanaytoshniwal,https://github.com/tanaytoshniwal,India,India
public-apis,https://github.com/public-apis/public-apis,samuel-pratt,https://github.com/samuel-pratt,"Victoria, BC",Canada
react,https://github.com/facebook/react,julen,https://github.com/julen,Zürich,Switzerland
awesome-python,https://github.com/vinta/awesome-python,zn,https://github.com/zn,"Krasnoyarsk, Russia",Russia
public-apis,https://github.com/public-apis/public-apis,shreeshailaya,https://github.com/shreeshailaya,Pune,India
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,dawnkelly09,https://github.com/dawnkelly09,"Ohio, USA",United States
awesome-python,https://github.com/vinta/awesome-python,haard,https://github.com/haard,Location independent,Kenya
Python,https://github.com/TheAlgorithms/Python,theycallmemac,https://github.com/theycallmemac,Dublin,Éire / ireland
coding-interview-university,https://github.com/jwasham/coding-interview-university,liaten,https://github.com/liaten,Georgia,Georgia
react,https://github.com/facebook/react,jbaiter,https://github.com/jbaiter,"Munich, Germany",Germany
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,DenTheProgrammer,https://github.com/DenTheProgrammer,Russia,Russia
awesome-python,https://github.com/vinta/awesome-python,funkyfuture,https://github.com/funkyfuture,The Soviet Sector,"Moldova, Republic of"
Python,https://github.com/TheAlgorithms/Python,vldmrkl,https://github.com/vldmrkl,"Toronto, ON",Canada
coding-interview-university,https://github.com/jwasham/coding-interview-university,sprytnyk,https://github.com/sprytnyk,Ukraine,Ukraine
public-apis,https://github.com/public-apis/public-apis,rnackman,https://github.com/rnackman,"Brooklyn, NY",United States
awesome-python,https://github.com/vinta/awesome-python,acquayefrank,https://github.com/acquayefrank,"Brno, Czech Republic",Czechia
Python,https://github.com/TheAlgorithms/Python,its-100rabh,https://github.com/its-100rabh,India,India
coding-interview-university,https://github.com/jwasham/coding-interview-university,VFedyk,https://github.com/VFedyk,Ukraine,Ukraine
public-apis,https://github.com/public-apis/public-apis,pmeystre,https://github.com/pmeystre,Austin TX,United States
react,https://github.com/facebook/react,Jack-Works,https://github.com/Jack-Works,Web,ኢትዮጵያ إثيوبيا
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,dhensen,https://github.com/dhensen,"The Hague, The Netherlands",Netherlands
awesome-python,https://github.com/vinta/awesome-python,FooBarQuaxx,https://github.com/FooBarQuaxx,Amsterdam,Netherlands
react,https://github.com/facebook/react,jfo84,https://github.com/jfo84,"New York, New York",United States
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,D1m7asis,https://github.com/D1m7asis,Russia,Russia
public-apis,https://github.com/public-apis/public-apis,melwinalm,https://github.com/melwinalm,"Bengaluru, India",India
react,https://github.com/facebook/react,eltociear,https://github.com/eltociear,"Tokyo, Japan",Japan
awesome-python,https://github.com/vinta/awesome-python,melvin0008,https://github.com/melvin0008,San Francisco,United States
Python,https://github.com/TheAlgorithms/Python,OmkarPathak,https://github.com/OmkarPathak,"Pune, Maharashtra, India",India
coding-interview-university,https://github.com/jwasham/coding-interview-university,wiirios,https://github.com/wiirios,"São Paulo, Brazil",Brazil
react,https://github.com/facebook/react,boujeepossum,https://github.com/boujeepossum,"Austin, TX",United States
awesome-python,https://github.com/vinta/awesome-python,matthieugrieger,https://github.com/matthieugrieger,"Seattle, WA",United States
Python,https://github.com/TheAlgorithms/Python,itsAkshayDubey,https://github.com/itsAkshayDubey,"Pune, Maharashtra",India
react,https://github.com/facebook/react,clayallsopp,https://github.com/clayallsopp,"San Francisco, CA",Canada
awesome-python,https://github.com/vinta/awesome-python,mattmakai,https://github.com/mattmakai,"Washington, DC",United States
react,https://github.com/facebook/react,cyan33,https://github.com/cyan33,"Menlo Park, CA",Canada
awesome-python,https://github.com/vinta/awesome-python,matheuscas,https://github.com/matheuscas,"Salvador, Bahia, Brazil",Brazil
react,https://github.com/facebook/react,alunyov,https://github.com/alunyov,New York,United States
Python,https://github.com/TheAlgorithms/Python,anuragkumarak95,https://github.com/anuragkumarak95,india ,India
coding-interview-university,https://github.com/jwasham/coding-interview-university,tahsinrahman,https://github.com/tahsinrahman,Singapore,Singapore
react,https://github.com/facebook/react,abhaynikam,https://github.com/abhaynikam,Pune,India
Python,https://github.com/TheAlgorithms/Python,chinmoy159,https://github.com/chinmoy159,"Bengaluru, India",India
coding-interview-university,https://github.com/jwasham/coding-interview-university,namannimmo10,https://github.com/namannimmo10,"Oxfordshire, UK",United Kingdom
react,https://github.com/facebook/react,alexeyraspopov,https://github.com/alexeyraspopov,"Brooklyn, NY",United States
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,rickythefox,https://github.com/rickythefox,"Nomad - currently in Prague, CZ",Czechia
awesome-python,https://github.com/vinta/awesome-python,mkcor,https://github.com/mkcor,"Strasbourg, France",France
Python,https://github.com/TheAlgorithms/Python,erensunerr,https://github.com/erensunerr,Toronto,Canada
coding-interview-university,https://github.com/jwasham/coding-interview-university,iphayao,https://github.com/iphayao,Thailand,Thailand
react,https://github.com/facebook/react,akgupta0777,https://github.com/akgupta0777,"New Delhi,India",India
awesome-python,https://github.com/vinta/awesome-python,ergo,https://github.com/ergo,Poland,Poland
coding-interview-university,https://github.com/jwasham/coding-interview-university,phondanai,https://github.com/phondanai,Thailand,Thailand
public-apis,https://github.com/public-apis/public-apis,fm16191,https://github.com/fm16191,France,France
react,https://github.com/facebook/react,Jessidhia,https://github.com/Jessidhia,"Tokyo, Japan",Japan
Python,https://github.com/TheAlgorithms/Python,NumberPiOso,https://github.com/NumberPiOso,"Medellín, Colombia",Colombia
coding-interview-university,https://github.com/jwasham/coding-interview-university,spartzames,https://github.com/spartzames,"Seoul, Korea","Korea, Republic of"
public-apis,https://github.com/public-apis/public-apis,namakurohman93,https://github.com/namakurohman93,Indonesia,Indonesia
Python,https://github.com/TheAlgorithms/Python,grochedix,https://github.com/grochedix,"Brussels, Belgium",Belgium
coding-interview-university,https://github.com/jwasham/coding-interview-university,SaadOps,https://github.com/SaadOps,Mumbai,India
public-apis,https://github.com/public-apis/public-apis,dgw,https://github.com/dgw,"Minneapolis, MN",Mongolia
react,https://github.com/facebook/react,ryota-murakami,https://github.com/ryota-murakami,tokyo,日本
awesome-python,https://github.com/vinta/awesome-python,msbanik,https://github.com/msbanik,"Seattle, WA",United States
Python,https://github.com/TheAlgorithms/Python,Hardvan,https://github.com/Hardvan,India,India
coding-interview-university,https://github.com/jwasham/coding-interview-university,drunkenlegend,https://github.com/drunkenlegend,"Hyderabad, India",India
public-apis,https://github.com/public-apis/public-apis,httpete-ire,https://github.com/httpete-ire,London,United Kingdom
react,https://github.com/facebook/react,vzaidman,https://github.com/vzaidman,"London, UK",United Kingdom
Python,https://github.com/TheAlgorithms/Python,qckzr,https://github.com/qckzr,"Paris, France",France
public-apis,https://github.com/public-apis/public-apis,payamnj,https://github.com/payamnj,Stockholm,Sweden
react,https://github.com/facebook/react,submetu,https://github.com/submetu,Germany,Germany
react,https://github.com/facebook/react,rricard,https://github.com/rricard,"London, UK",United Kingdom
awesome-python,https://github.com/vinta/awesome-python,krmaxwell,https://github.com/krmaxwell,"Dallas, Texas",United States
public-apis,https://github.com/public-apis/public-apis,pareshchouhan,https://github.com/pareshchouhan,India,India
react,https://github.com/facebook/react,ClimbsRocks,https://github.com/ClimbsRocks,Berkeley,United States
public-apis,https://github.com/public-apis/public-apis,Kyu,https://github.com/Kyu,"Austin, TX",United States
awesome-python,https://github.com/vinta/awesome-python,koffisani,https://github.com/koffisani,"Lomé, TOGO",Togo
coding-interview-university,https://github.com/jwasham/coding-interview-university,durgeshbg,https://github.com/durgeshbg,India,India
public-apis,https://github.com/public-apis/public-apis,oferze,https://github.com/oferze,"Melbourne, Victoria, Australia",Australia
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,younessZMZ,https://github.com/younessZMZ,Morocco,Morocco
awesome-python,https://github.com/vinta/awesome-python,kishore-narendran,https://github.com/kishore-narendran,"Sunnyvale, CA",Canada
Python,https://github.com/TheAlgorithms/Python,shivg7706,https://github.com/shivg7706,Aligarh,India
coding-interview-university,https://github.com/jwasham/coding-interview-university,Kiricon,https://github.com/Kiricon,"Bellevue, WA",United States
react,https://github.com/facebook/react,mjul,https://github.com/mjul,"Copenhagen, Denmark",Denmark
Python,https://github.com/TheAlgorithms/Python,mrvnmchm,https://github.com/mrvnmchm,"Louisville, KY",Cayman Islands
coding-interview-university,https://github.com/jwasham/coding-interview-university,daegwang,https://github.com/daegwang,Seoul. Korea,Malaysia
public-apis,https://github.com/public-apis/public-apis,unickorn,https://github.com/unickorn,"Munich, Germany",Germany
react,https://github.com/facebook/react,matthewjohnston4,https://github.com/matthewjohnston4,"Dublin, Ireland",Ireland
awesome-python,https://github.com/vinta/awesome-python,keon,https://github.com/keon,San Francisco,United States
Python,https://github.com/TheAlgorithms/Python,isidroas,https://github.com/isidroas,Spain,Spain
public-apis,https://github.com/public-apis/public-apis,N3evin,https://github.com/N3evin,"Australia, Melbourne",Australia
coding-interview-university,https://github.com/jwasham/coding-interview-university,atultherajput,https://github.com/atultherajput,"Bengaluru, India",India
public-apis,https://github.com/public-apis/public-apis,Natizyskunk,https://github.com/Natizyskunk,"Strasbourg, France",France
react,https://github.com/facebook/react,mitermayer,https://github.com/mitermayer,Sydney,Australia
awesome-python,https://github.com/vinta/awesome-python,0xKD,https://github.com/0xKD,Mumbai,India
Python,https://github.com/TheAlgorithms/Python,amirsoroush,https://github.com/amirsoroush,"Ankara, Turkey",Turkey
coding-interview-university,https://github.com/jwasham/coding-interview-university,aryankeluskar,https://github.com/aryankeluskar,"Los Angeles, CA",Canada
react,https://github.com/facebook/react,orta,https://github.com/orta,London / Huddersfield / NYC / Dublin / RDJ,United Kingdom
awesome-python,https://github.com/vinta/awesome-python,kkc,https://github.com/kkc,Taiwan,Taiwan
Python,https://github.com/TheAlgorithms/Python,onlinejudge95,https://github.com/onlinejudge95,Faridabad,India
coding-interview-university,https://github.com/jwasham/coding-interview-university,AlexandroLuis,https://github.com/AlexandroLuis,"Porto, Portugal",Portugal
public-apis,https://github.com/public-apis/public-apis,Gaafar,https://github.com/Gaafar,London,United Kingdom
awesome-python,https://github.com/vinta/awesome-python,smartsammler,https://github.com/smartsammler,Karlsruhe,Germany
Python,https://github.com/TheAlgorithms/Python,SergeyTsaplin,https://github.com/SergeyTsaplin,"Prague, Czech",Spain
public-apis,https://github.com/public-apis/public-apis,mmayla,https://github.com/mmayla,"Berlin, Germany",Germany
react,https://github.com/facebook/react,piranha,https://github.com/piranha,Ukraine,Ukraine
awesome-python,https://github.com/vinta/awesome-python,jpsca,https://github.com/jpsca,"Lima, Perú",Peru
react,https://github.com/facebook/react,bripkens,https://github.com/bripkens,"Solingen, Germany",Germany
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,pitmonticone,https://github.com/pitmonticone,"Trento, Italy",Italy
awesome-python,https://github.com/vinta/awesome-python,juanriaza,https://github.com/juanriaza,Madrid,Spain
coding-interview-university,https://github.com/jwasham/coding-interview-university,yamanidev,https://github.com/yamanidev,Algeria,Algeria
Python,https://github.com/TheAlgorithms/Python,akshaysharma096,https://github.com/akshaysharma096,"London, United Kingdom",United Kingdom
public-apis,https://github.com/public-apis/public-apis,mwargan,https://github.com/mwargan,"South of France, France",France
react,https://github.com/facebook/react,devongovett,https://github.com/devongovett,San Francisco,United States
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,SarahGrevy,https://github.com/SarahGrevy,Columbia University ,United States
