repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,stars_own_repos,contribution_period,activity_frequency,pr_requested_as_reviewer_rate
free-programming-books,https://github.com/EbookFoundation/free-programming-books,Navninja7,https://github.com/Navninja7,Hyderabad,India,119,60,50.42,8.14,180,12,3216,16,11.25,21.36
vscode,https://github.com/microsoft/vscode,robertrossmann,https://github.com/robertrossmann,"Staříč, Czech Republic",Czechia,68,16,23.53,3.4,57,28,6081,18,3.17,26.41
gitignore,https://github.com/github/gitignore,habi,https://github.com/habi,"Bern, Switzerland",Switzerland,54,21,38.89,0.81,65,42,3005,27,2.41,1.45
free-programming-books,https://github.com/EbookFoundation/free-programming-books,natehefner,https://github.com/natehefner,"Baltimore, Maryland",United States,104,67,64.42,6.85,288,48,990,31,9.29,47.07
awesome,https://github.com/sindresorhus/awesome,shi-rudo,https://github.com/shi-rudo,"Cologne, Tokyo, Valencia",Spain,47,15,31.91,12.42,40,6,9338,8,5.0,23.09
vscode,https://github.com/microsoft/vscode,susiwen8,https://github.com/susiwen8,Hangzhou,China,94,75,79.79,7.53,227,43,3393,59,3.85,20.56
vue,https://github.com/vuejs/vue,fnlctrl,https://github.com/fnlctrl,Zhejiang University,中国,129,57,44.19,0.62,234,32,191,32,7.31,31.4
gitignore,https://github.com/github/gitignore,exalted,https://github.com/exalted,Italy,Italy,104,82,78.85,5.41,97,27,668,32,3.03,26.39
free-programming-books,https://github.com/EbookFoundation/free-programming-books,NamanSoni18,https://github.com/NamanSoni18,Raipur,India,138,87,63.04,9.21,312,33,4405,33,9.45,11.4
vue,https://github.com/vuejs/vue,imyzf,https://github.com/imyzf,Hangzhou,China,133,98,73.68,5.24,207,27,4665,45,4.6,43.88
gitignore,https://github.com/github/gitignore,acelaya,https://github.com/acelaya,"Zaragoza, Spain",Spain,34,15,44.12,2.99,18,39,3098,8,2.25,39.59
free-programming-books,https://github.com/EbookFoundation/free-programming-books,jarvis8,https://github.com/jarvis8,New Delhi,India,100,32,32.0,3.82,53,27,8507,21,2.52,47.41
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,hotdogee,https://github.com/hotdogee,"Taipei, Taiwan",Taiwan,69,2,2.9,7.94,7,47,3532,2,3.5,48.59
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,whoismtrx,https://github.com/whoismtrx,"Sale, Morocco",Morocco,9,7,77.78,8.96,18,27,5607,10,1.8,6.21
vscode,https://github.com/microsoft/vscode,manjrekarom,https://github.com/manjrekarom,India,India,93,20,21.51,3.29,24,8,9799,43,0.56,9.79
vue,https://github.com/vuejs/vue,dsonet,https://github.com/dsonet,"Fullerton, California",United States,6,4,66.67,11.6,9,15,6546,23,0.39,48.92
awesome,https://github.com/sindresorhus/awesome,dspinellis,https://github.com/dspinellis,"Athens, Greece",Greece,8,3,37.5,8.56,12,7,4508,52,0.23,40.22
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,Hao-Wu,https://github.com/Hao-Wu,Beijing,China,119,26,21.85,12.98,29,7,9982,23,1.26,0.22
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,afzalimdad9,https://github.com/afzalimdad9,"Karachi, Pakistan",Pakistan,75,8,10.67,3.21,16,44,6299,60,0.27,15.05
vscode,https://github.com/microsoft/vscode,njkevlani,https://github.com/njkevlani,India,India,32,25,78.12,9.86,97,15,5678,20,4.85,10.88
free-programming-books,https://github.com/EbookFoundation/free-programming-books,thanapoom21,https://github.com/thanapoom21,"Las Vegas, Nevada",United States,133,45,33.83,6.49,169,38,3351,38,4.45,13.54
awesome,https://github.com/sindresorhus/awesome,kolomied,https://github.com/kolomied,"London, UK",United Kingdom,85,41,48.24,3.7,67,23,8778,11,6.09,38.23
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,Akshay-Jagiasi,https://github.com/Akshay-Jagiasi,Mumbai,India,36,13,36.11,13.08,21,37,1613,33,0.64,18.26
vscode,https://github.com/microsoft/vscode,mkhuzaima,https://github.com/mkhuzaima,"Lahore, Punjab, Pakistan.",پاکستان,120,87,72.5,6.15,357,50,1298,22,16.23,12.18
computer-science,https://github.com/ossu/computer-science,QtRoS,https://github.com/QtRoS,Россия,Россия,132,15,11.36,8.27,61,46,5379,55,1.11,19.38
gitignore,https://github.com/github/gitignore,sebgod,https://github.com/sebgod,"Melbourne, VIC",Australia,87,1,1.15,11.63,3,32,4615,38,0.08,36.85
free-programming-books,https://github.com/EbookFoundation/free-programming-books,mhrabiee,https://github.com/mhrabiee,Tehran,ایران,131,73,55.73,2.34,203,18,4759,3,67.67,1.34
awesome,https://github.com/sindresorhus/awesome,zudochkin,https://github.com/zudochkin,"Moscow, Russian Federation",Russia,106,76,71.7,13.06,253,50,9852,45,5.62,18.41
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,rick68,https://github.com/rick68,"Kaohsiung, Taiwan",Taiwan,86,65,75.58,7.4,96,32,2197,43,2.23,38.8
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,adnanvaldes,https://github.com/adnanvaldes,"Zagreb, Croatia",Croatia,77,28,36.36,10.86,85,40,8079,18,4.72,18.5
vscode,https://github.com/microsoft/vscode,IanMatthewHuff,https://github.com/IanMatthewHuff,"Kirkland, WA",United States,31,4,12.9,3.43,18,9,9614,52,0.35,29.81
vue,https://github.com/vuejs/vue,dwelch2344,https://github.com/dwelch2344,"Salt Lake City, Utah",United States,10,0,0.0,7.16,0,21,9827,19,0.0,28.46
free-programming-books,https://github.com/EbookFoundation/free-programming-books,moazamdev,https://github.com/moazamdev,"Karachi, Pakistan",Pakistan,107,59,55.14,12.6,295,46,7149,28,10.54,39.4
awesome,https://github.com/sindresorhus/awesome,domenicosolazzo,https://github.com/domenicosolazzo,Oslo,Norway,126,15,11.9,2.58,38,37,5628,58,0.66,38.83
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,albindavidc,https://github.com/albindavidc,"Kerala, India",India,111,57,51.35,4.06,244,50,6153,20,12.2,45.56
gitignore,https://github.com/github/gitignore,tnm,https://github.com/tnm,California,United States,40,31,77.5,2.49,92,25,3233,52,1.77,40.85
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,bituq,https://github.com/bituq,The Netherlands,Netherlands,29,22,75.86,8.97,57,6,809,4,14.25,16.82
free-programming-books,https://github.com/EbookFoundation/free-programming-books,MinHan-Kyaw,https://github.com/MinHan-Kyaw,Thailand,Thailand,62,18,29.03,5.27,61,23,3069,8,7.62,10.18
awesome,https://github.com/sindresorhus/awesome,donnemartin,https://github.com/donnemartin,"Washington, D.C.",United States,124,89,71.77,13.6,301,26,884,36,8.36,37.93
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,jordenyt,https://github.com/jordenyt,Hong Kong,Hong Kong,78,51,65.38,10.54,74,1,6838,49,1.51,10.05
vscode,https://github.com/microsoft/vscode,ChrisPapp,https://github.com/ChrisPapp,"Athens, Greece",Greece,122,11,9.02,5.5,32,43,9161,21,1.52,31.29
gitignore,https://github.com/github/gitignore,OsirisTerje,https://github.com/OsirisTerje,"Oslo, Norway",Norway,149,58,38.93,8.37,115,25,6286,57,2.02,43.52
free-programming-books,https://github.com/EbookFoundation/free-programming-books,mdbrnowski,https://github.com/mdbrnowski,"Kraków, Poland",Poland,108,4,3.7,7.57,20,32,5738,42,0.48,1.67
awesome,https://github.com/sindresorhus/awesome,driesvints,https://github.com/driesvints,Belgium,Belgium,96,70,72.92,3.16,110,5,6052,54,2.04,8.09
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,abpanic,https://github.com/abpanic,India,India,73,3,4.11,0.95,14,12,3888,46,0.3,12.15
vscode,https://github.com/microsoft/vscode,laphets,https://github.com/laphets,"Savoy, IL",United States,11,2,18.18,12.78,5,34,7332,34,0.15,27.98
gitignore,https://github.com/github/gitignore,scop,https://github.com/scop,Finland,Finland,55,33,60.0,4.51,148,33,6753,50,2.96,12.42
free-programming-books,https://github.com/EbookFoundation/free-programming-books,melanga,https://github.com/melanga,Sri Lanka,Sri Lanka,70,56,80.0,11.88,90,47,8907,15,6.0,9.28
awesome,https://github.com/sindresorhus/awesome,dylanrees,https://github.com/dylanrees,"Troy, NY, USA",United States,48,25,52.08,6.37,86,17,6767,20,4.3,12.88
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,morgil,https://github.com/morgil,Karlsruhe,Germany,144,24,16.67,10.85,45,48,9818,53,0.85,22.12
gitignore,https://github.com/github/gitignore,fulldecent,https://github.com/fulldecent,Philadelphia USA,United States,84,66,78.57,1.75,308,28,4466,40,7.7,19.41
free-programming-books,https://github.com/EbookFoundation/free-programming-books,meetps,https://github.com/meetps,"Mountain View, CA",Canada,115,84,73.04,1.69,215,24,3559,51,4.22,12.47
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,amitmerchant1990,https://github.com/amitmerchant1990,"Surat, Gujarat, India.",India,84,42,50.0,11.41,145,19,2362,13,11.15,47.08
vscode,https://github.com/microsoft/vscode,danielfrankcom,https://github.com/danielfrankcom,"Victoria, BC",Canada,97,74,76.29,10.75,358,36,4395,50,7.16,19.52
gitignore,https://github.com/github/gitignore,fhemberger,https://github.com/fhemberger,"Cologne, Germany",Germany,133,8,6.02,13.44,15,42,2982,54,0.28,12.15
free-programming-books,https://github.com/EbookFoundation/free-programming-books,raihaninfo,https://github.com/raihaninfo,"Kushtia, Bangladesh",Bangladesh,35,8,22.86,5.68,39,8,859,15,2.6,24.3
bootstrap,https://github.com/twbs/bootstrap,cvrebert,https://github.com/cvrebert,"SF Bay Area, California, USA",United States,143,99,69.23,4.14,297,43,1053,14,21.21,46.0
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,anu-codes,https://github.com/anu-codes,India,India,134,41,30.6,7.19,103,3,5401,21,4.9,33.79
gitignore,https://github.com/github/gitignore,thurask,https://github.com/thurask,Toronto,Canada,116,84,72.41,5.89,274,29,6313,36,7.61,44.33
free-programming-books,https://github.com/EbookFoundation/free-programming-books,mateus-fernandes20,https://github.com/mateus-fernandes20,"Ceará, Brazil",Brazil,87,8,9.2,11.97,16,25,7847,42,0.38,47.03
vue,https://github.com/vuejs/vue,chrisvfritz,https://github.com/chrisvfritz,"Durham, NC, USA",United States,68,13,19.12,13.57,27,10,596,24,1.12,48.11
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,architxkumar,https://github.com/architxkumar,India,India,91,24,26.37,12.42,56,11,1006,19,2.95,22.15
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,Androbin,https://github.com/Androbin,Germany,Germany,117,91,77.78,1.85,279,8,4088,21,13.29,28.58
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,naruto-onedev,https://github.com/naruto-onedev,Malaya,Indonesia,136,44,32.35,9.55,212,1,6698,24,8.83,11.19
vue,https://github.com/vuejs/vue,clarkdo,https://github.com/clarkdo,"Dublin, Ireland",Ireland,141,40,28.37,1.17,62,40,3072,59,1.05,35.48
gitignore,https://github.com/github/gitignore,peat,https://github.com/peat,"Portland, OR",United States,129,60,46.51,12.64,165,45,3050,55,3.0,38.97
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,OmriGM,https://github.com/OmriGM,Israel,Israel,33,6,18.18,3.26,9,0,664,59,0.15,36.83
free-programming-books,https://github.com/EbookFoundation/free-programming-books,lluang,https://github.com/lluang,"Pittsburgh, PA",Panama,126,5,3.97,1.02,9,8,1335,34,0.26,45.01
awesome,https://github.com/sindresorhus/awesome,eminyagiz42,https://github.com/eminyagiz42,"Auckland, NZ",New Zealand,76,37,48.68,11.73,141,23,9807,2,70.5,23.65
vscode,https://github.com/microsoft/vscode,dsanders11,https://github.com/dsanders11,"Santa Barbara, CA",Canada,47,22,46.81,8.82,76,6,4750,14,5.43,2.24
gitignore,https://github.com/github/gitignore,oschrenk,https://github.com/oschrenk,"Haarlem, Netherlands",Netherlands,2,1,50.0,6.97,3,7,657,28,0.11,44.86
awesome,https://github.com/sindresorhus/awesome,hantuzun,https://github.com/hantuzun,a pale blue dot,France,36,3,8.33,5.92,12,29,5556,52,0.23,5.51
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,jamesmoore,https://github.com/jamesmoore,Westmorland,United States,115,30,26.09,13.55,49,2,4027,6,8.17,14.1
developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,HdJex,https://github.com/HdJex,india,India,23,5,21.74,6.09,18,22,708,12,1.5,4.32
vscode,https://github.com/microsoft/vscode,karthiknadig,https://github.com/karthiknadig,Redmond,United States,106,45,42.45,5.09,50,26,2384,17,2.94,16.92
gitignore,https://github.com/github/gitignore,mkutyba,https://github.com/mkutyba,"Swidnica, Poland",Poland,108,58,53.7,13.19,286,3,3964,26,11.0,37.37
awesome,https://github.com/sindresorhus/awesome,innocenzi,https://github.com/innocenzi,France,France,37,14,37.84,10.27,21,0,5836,58,0.36,27.49
vscode,https://github.com/microsoft/vscode,plainerman,https://github.com/plainerman,"Berlin, Germany",Germany,11,6,54.55,8.32,16,29,1163,12,1.33,42.47
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,AlrikOlson,https://github.com/AlrikOlson,"Portland, OR",United States,117,88,75.21,8.58,180,15,3074,37,4.86,0.83
free-programming-books,https://github.com/EbookFoundation/free-programming-books,kreativmonkey,https://github.com/kreativmonkey,Germany,Germany,95,34,35.79,7.65,115,5,5420,31,3.71,29.08
awesome,https://github.com/sindresorhus/awesome,eric-hc,https://github.com/eric-hc,"Raleigh, NC",New Caledonia,49,9,18.37,12.12,42,14,2423,18,2.33,20.61
vue,https://github.com/vuejs/vue,KaelWD,https://github.com/KaelWD,"Melbourne, Australia",Australia,136,100,73.53,5.01,450,21,1808,37,12.16,15.23
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,ibrahimsn98,https://github.com/ibrahimsn98,"Ankara, Turkey",Turkey,17,5,29.41,10.09,22,32,5178,7,3.14,9.52
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,CodeZeno,https://github.com/CodeZeno,Australia,Australia,101,46,45.54,10.27,103,26,3901,1,103.0,35.0
awesome-python,https://github.com/vinta/awesome-python,hdashk,https://github.com/hdashk,"San Francisco, CA",Canada,50,29,58.0,9.96,35,0,8851,58,0.6,38.55
coding-interview-university,https://github.com/jwasham/coding-interview-university,ajoneshs,https://github.com/ajoneshs,"New York, NY",United States,68,14,20.59,6.59,42,2,2403,7,6.0,41.42
public-apis,https://github.com/public-apis/public-apis,anghelvalentin,https://github.com/anghelvalentin,"Bucharest, Romania",Romania,70,28,40.0,1.33,132,11,2779,36,3.67,43.13
react,https://github.com/facebook/react,misoguy,https://github.com/misoguy,"Seoul, Korea","Korea, Republic of",145,95,65.52,6.85,324,41,6129,25,12.96,18.93
react,https://github.com/facebook/react,skiritsis,https://github.com/skiritsis,"Athens, Greece",Greece,114,47,41.23,1.0,201,6,3878,45,4.47,1.53
public-apis,https://github.com/public-apis/public-apis,3rt4nm4n,https://github.com/3rt4nm4n,"Ankara, Turkey",Turkey,18,0,0.0,9.76,0,37,6200,39,0.0,12.37
react,https://github.com/facebook/react,sahrens,https://github.com/sahrens,California,United States,19,15,78.95,8.45,71,24,8184,2,35.5,36.13
coding-interview-university,https://github.com/jwasham/coding-interview-university,yuta-kawai,https://github.com/yuta-kawai,kochi,India,12,6,50.0,5.23,28,40,5815,53,0.53,28.55
public-apis,https://github.com/public-apis/public-apis,zag2me,https://github.com/zag2me,UK,United Kingdom,95,59,62.11,0.79,186,24,109,37,5.03,43.47
react,https://github.com/facebook/react,tbroadley,https://github.com/tbroadley,Berkeley,United States,121,68,56.2,12.39,232,27,2986,29,8.0,20.53
awesome-python,https://github.com/vinta/awesome-python,gbin,https://github.com/gbin,"Austin, TX",United States,33,26,78.79,9.03,75,50,1062,8,9.38,36.98
Python,https://github.com/TheAlgorithms/Python,mohammadreza490,https://github.com/mohammadreza490,London,United Kingdom,7,4,57.14,12.46,11,27,9627,42,0.26,42.22
coding-interview-university,https://github.com/jwasham/coding-interview-university,gotswoop,https://github.com/gotswoop,"Los Angeles, CA",Canada,1,0,0.0,9.32,0,3,2227,32,0.0,26.37
react,https://github.com/facebook/react,karlhorky,https://github.com/karlhorky,Amsterdam,Netherlands,89,67,75.28,6.73,318,31,815,6,53.0,6.71
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,hisandan,https://github.com/hisandan,Bogotá (Colombia),Colombia,99,64,64.65,2.25,115,6,5502,28,4.11,15.3
awesome-python,https://github.com/vinta/awesome-python,gautamk,https://github.com/gautamk,Pale Blue Dot,Canada,8,3,37.5,6.57,13,20,5931,25,0.52,49.52
coding-interview-university,https://github.com/jwasham/coding-interview-university,tanaytoshniwal,https://github.com/tanaytoshniwal,India,India,43,9,20.93,1.0,16,13,6574,16,1.0,39.85
public-apis,https://github.com/public-apis/public-apis,samuel-pratt,https://github.com/samuel-pratt,"Victoria, BC",Canada,136,100,73.53,9.55,189,22,798,32,5.91,23.35
react,https://github.com/facebook/react,julen,https://github.com/julen,Zürich,Switzerland,69,51,73.91,10.25,157,40,3098,24,6.54,36.54
awesome-python,https://github.com/vinta/awesome-python,zn,https://github.com/zn,"Krasnoyarsk, Russia",Russia,126,93,73.81,7.2,353,28,8177,29,12.17,43.17
public-apis,https://github.com/public-apis/public-apis,shreeshailaya,https://github.com/shreeshailaya,Pune,India,86,39,45.35,3.42,99,23,9902,38,2.61,8.87
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,dawnkelly09,https://github.com/dawnkelly09,"Ohio, USA",United States,38,24,63.16,0.99,34,39,1008,45,0.76,21.29
awesome-python,https://github.com/vinta/awesome-python,haard,https://github.com/haard,Location independent,Kenya,148,15,10.14,2.51,66,31,9458,6,11.0,10.54
Python,https://github.com/TheAlgorithms/Python,theycallmemac,https://github.com/theycallmemac,Dublin,Éire / ireland,62,43,69.35,1.01,203,4,9094,31,6.55,16.05
coding-interview-university,https://github.com/jwasham/coding-interview-university,liaten,https://github.com/liaten,Georgia,Georgia,101,67,66.34,2.29,311,23,3857,22,14.14,21.18
react,https://github.com/facebook/react,jbaiter,https://github.com/jbaiter,"Munich, Germany",Germany,44,3,6.82,2.33,13,17,8992,32,0.41,5.69
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,DenTheProgrammer,https://github.com/DenTheProgrammer,Russia,Russia,143,20,13.99,5.94,95,12,6035,8,11.88,40.03
awesome-python,https://github.com/vinta/awesome-python,funkyfuture,https://github.com/funkyfuture,The Soviet Sector,"Moldova, Republic of",36,18,50.0,3.48,74,41,8367,28,2.64,39.66
Python,https://github.com/TheAlgorithms/Python,vldmrkl,https://github.com/vldmrkl,"Toronto, ON",Canada,146,83,56.85,4.24,307,23,908,21,14.62,34.64
coding-interview-university,https://github.com/jwasham/coding-interview-university,sprytnyk,https://github.com/sprytnyk,Ukraine,Ukraine,127,92,72.44,7.01,380,5,4925,14,27.14,33.47
public-apis,https://github.com/public-apis/public-apis,rnackman,https://github.com/rnackman,"Brooklyn, NY",United States,55,19,34.55,9.15,45,22,8239,60,0.75,34.5
awesome-python,https://github.com/vinta/awesome-python,acquayefrank,https://github.com/acquayefrank,"Brno, Czech Republic",Czechia,127,45,35.43,0.93,195,9,2587,4,48.75,36.65
